m,TagName,
"2012-10-01 00:00:00","ruby","2251"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3180"
"2012-11-01 00:00:00","c#","12205"
"2012-11-01 00:00:00","c++","6252"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13546"
"2012-11-01 00:00:00","javascript","12305"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11717"
"2012-11-01 00:00:00","python","6382"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","261"
"2012-12-01 00:00:00","c","2554"
"2012-12-01 00:00:00","c#","10926"
"2012-12-01 00:00:00","c++","5668"
"2012-12-01 00:00:00","delphi","427"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12370"
"2012-12-01 00:00:00","javascript","11711"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10990"
"2012-12-01 00:00:00","python","5734"
"2012-12-01 00:00:00","r","1210"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","293"
"2013-01-01 00:00:00","c","2897"
"2013-01-01 00:00:00","c#","12715"
"2013-01-01 00:00:00","c++","6018"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13654"
"2013-01-01 00:00:00","javascript","13741"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12805"
"2013-01-01 00:00:00","python","6546"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2296"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3088"
"2013-02-01 00:00:00","c#","12454"
"2013-02-01 00:00:00","c++","6042"
"2013-02-01 00:00:00","delphi","446"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13635"
"2013-02-01 00:00:00","javascript","13583"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12455"
"2013-02-01 00:00:00","python","6709"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2210"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3418"
"2013-03-01 00:00:00","c#","14201"
"2013-03-01 00:00:00","c++","7155"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15838"
"2013-03-01 00:00:00","javascript","15227"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14018"
"2013-03-01 00:00:00","python","7586"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2551"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13832"
"2013-04-01 00:00:00","c++","7093"
"2013-04-01 00:00:00","delphi","508"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16141"
"2013-04-01 00:00:00","javascript","15245"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13317"
"2013-04-01 00:00:00","python","7903"
"2013-04-01 00:00:00","r","1831"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","300"
"2013-05-01 00:00:00","c","3182"
"2013-05-01 00:00:00","c#","13400"
"2013-05-01 00:00:00","c++","6804"
"2013-05-01 00:00:00","delphi","530"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15173"
"2013-05-01 00:00:00","javascript","14987"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","13009"
"2013-05-01 00:00:00","python","7779"
"2013-05-01 00:00:00","r","1776"
"2013-05-01 00:00:00","ruby","2334"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2924"
"2013-06-01 00:00:00","c#","12724"
"2013-06-01 00:00:00","c++","6173"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13847"
"2013-06-01 00:00:00","javascript","14520"
"2013-06-01 00:00:00","perl","826"
"2013-06-01 00:00:00","php","12625"
"2013-06-01 00:00:00","python","7565"
"2013-06-01 00:00:00","r","1767"
"2013-06-01 00:00:00","ruby","2217"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2992"
"2013-07-01 00:00:00","c#","14103"
"2013-07-01 00:00:00","c++","6552"
"2013-07-01 00:00:00","delphi","504"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15085"
"2013-07-01 00:00:00","javascript","16732"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14233"
"2013-07-01 00:00:00","python","8579"
"2013-07-01 00:00:00","r","1957"
"2013-07-01 00:00:00","ruby","2432"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2995"
"2013-08-01 00:00:00","c#","13787"
"2013-08-01 00:00:00","c++","6224"
"2013-08-01 00:00:00","delphi","448"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14969"
"2013-08-01 00:00:00","javascript","16757"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14216"
"2013-08-01 00:00:00","python","7914"
"2013-08-01 00:00:00","r","1912"
"2013-08-01 00:00:00","ruby","2474"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3372"
"2013-09-01 00:00:00","c#","13687"
"2013-09-01 00:00:00","c++","6506"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16169"
"2013-09-01 00:00:00","javascript","17604"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14133"
"2013-09-01 00:00:00","python","7926"
"2013-09-01 00:00:00","r","1704"
"2013-09-01 00:00:00","ruby","2382"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4215"
"2013-10-01 00:00:00","c#","15126"
"2013-10-01 00:00:00","c++","7929"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18614"
"2013-10-01 00:00:00","javascript","19622"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15196"
"2013-10-01 00:00:00","python","9449"
"2013-10-01 00:00:00","r","2080"
"2013-10-01 00:00:00","ruby","2785"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4253"
"2013-11-01 00:00:00","c#","14512"
"2013-11-01 00:00:00","c++","8080"
"2013-11-01 00:00:00","delphi","458"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18623"
"2013-11-01 00:00:00","javascript","18387"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14745"
"2013-11-01 00:00:00","python","9455"
"2013-11-01 00:00:00","r","2178"
"2013-11-01 00:00:00","ruby","2568"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","355"
"2013-12-01 00:00:00","c","3483"
"2013-12-01 00:00:00","c#","13557"
"2013-12-01 00:00:00","c++","6969"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17342"
"2013-12-01 00:00:00","javascript","17936"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14294"
"2013-12-01 00:00:00","python","8409"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2433"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3714"
"2014-01-01 00:00:00","c#","15253"
"2014-01-01 00:00:00","c++","7650"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18569"
"2014-01-01 00:00:00","javascript","21010"
"2014-01-01 00:00:00","perl","808"
"2014-01-01 00:00:00","php","16666"
"2014-01-01 00:00:00","python","9802"
"2014-01-01 00:00:00","r","2339"
"2014-01-01 00:00:00","ruby","2753"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3958"
"2014-02-01 00:00:00","c#","15058"
"2014-02-01 00:00:00","c++","7632"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19116"
"2014-02-01 00:00:00","javascript","21039"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16392"
"2014-02-01 00:00:00","python","9858"
"2014-02-01 00:00:00","r","2612"
"2014-02-01 00:00:00","ruby","2592"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","449"
"2014-03-01 00:00:00","c","4535"
"2014-03-01 00:00:00","c#","16089"
"2014-03-01 00:00:00","c++","8631"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21830"
"2014-03-01 00:00:00","javascript","22527"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18178"
"2014-03-01 00:00:00","python","11372"
"2014-03-01 00:00:00","r","2793"
"2014-03-01 00:00:00","ruby","2940"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3979"
"2014-04-01 00:00:00","c#","15220"
"2014-04-01 00:00:00","c++","8087"
"2014-04-01 00:00:00","delphi","389"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20716"
"2014-04-01 00:00:00","javascript","21293"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17490"
"2014-04-01 00:00:00","python","10693"
"2014-04-01 00:00:00","r","2720"
"2014-04-01 00:00:00","ruby","2739"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","328"
"2014-05-01 00:00:00","c","3241"
"2014-05-01 00:00:00","c#","13812"
"2014-05-01 00:00:00","c++","6743"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17831"
"2014-05-01 00:00:00","javascript","19656"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14618"
"2014-05-01 00:00:00","python","9197"
"2014-05-01 00:00:00","r","2574"
"2014-05-01 00:00:00","ruby","2669"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","265"
"2014-06-01 00:00:00","c","2758"
"2014-06-01 00:00:00","c#","12405"
"2014-06-01 00:00:00","c++","5627"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15804"
"2014-06-01 00:00:00","javascript","18188"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12879"
"2014-06-01 00:00:00","python","8873"
"2014-06-01 00:00:00","r","2390"
"2014-06-01 00:00:00","ruby","2327"
"2014-06-01 00:00:00","swift","2382"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2816"
"2014-07-01 00:00:00","c#","13602"
"2014-07-01 00:00:00","c++","6244"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17263"
"2014-07-01 00:00:00","javascript","20011"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14185"
"2014-07-01 00:00:00","python","9879"
"2014-07-01 00:00:00","r","2626"
"2014-07-01 00:00:00","ruby","2550"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2668"
"2014-08-01 00:00:00","c#","12433"
"2014-08-01 00:00:00","c++","5851"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15656"
"2014-08-01 00:00:00","javascript","18351"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13116"
"2014-08-01 00:00:00","python","9087"
"2014-08-01 00:00:00","r","2463"
"2014-08-01 00:00:00","ruby","2455"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","279"
"2014-09-01 00:00:00","c","3219"
"2014-09-01 00:00:00","c#","12280"
"2014-09-01 00:00:00","c++","6158"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","391"
"2014-09-01 00:00:00","java","16598"
"2014-09-01 00:00:00","javascript","18029"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13271"
"2014-09-01 00:00:00","python","8744"
"2014-09-01 00:00:00","r","2354"
"2014-09-01 00:00:00","ruby","2262"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","388"
"2014-10-01 00:00:00","c","3786"
"2014-10-01 00:00:00","c#","12502"
"2014-10-01 00:00:00","c++","6808"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17813"
"2014-10-01 00:00:00","javascript","18832"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13496"
"2014-10-01 00:00:00","python","9550"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","382"
"2014-11-01 00:00:00","c","3648"
"2014-11-01 00:00:00","c#","11821"
"2014-11-01 00:00:00","c++","6530"
"2014-11-01 00:00:00","delphi","424"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17761"
"2014-11-01 00:00:00","javascript","17903"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12952"
"2014-11-01 00:00:00","python","9544"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2548"
"2014-12-01 00:00:00","assembly","323"
"2014-12-01 00:00:00","c","3141"
"2014-12-01 00:00:00","c#","11040"
"2014-12-01 00:00:00","c++","6057"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16293"
"2014-12-01 00:00:00","javascript","16907"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12266"
"2014-12-01 00:00:00","python","9013"
"2014-12-01 00:00:00","r","2354"
"2014-12-01 00:00:00","ruby","2141"
"2014-12-01 00:00:00","swift","2478"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3202"
"2015-01-01 00:00:00","c#","11707"
"2015-01-01 00:00:00","c++","6112"
"2015-01-01 00:00:00","delphi","378"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16476"
"2015-01-01 00:00:00","javascript","18451"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13537"
"2015-01-01 00:00:00","python","9657"
"2015-01-01 00:00:00","r","2679"
"2015-01-01 00:00:00","ruby","2418"
"2015-01-01 00:00:00","swift","3042"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3356"
"2015-02-01 00:00:00","c#","11765"
"2015-02-01 00:00:00","c++","6451"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16694"
"2015-02-01 00:00:00","javascript","18589"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13461"
"2015-02-01 00:00:00","python","10175"
"2015-02-01 00:00:00","r","2965"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","382"
"2015-03-01 00:00:00","c","3911"
"2015-03-01 00:00:00","c#","13226"
"2015-03-01 00:00:00","c++","7372"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19686"
"2015-03-01 00:00:00","javascript","20453"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14841"
"2015-03-01 00:00:00","python","11567"
"2015-03-01 00:00:00","r","3555"
"2015-03-01 00:00:00","ruby","2454"
"2015-03-01 00:00:00","swift","3585"
"2015-04-01 00:00:00","assembly","437"
"2015-04-01 00:00:00","c","3945"
"2015-04-01 00:00:00","c#","13049"
"2015-04-01 00:00:00","c++","7123"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19733"
"2015-04-01 00:00:00","javascript","20845"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14898"
"2015-04-01 00:00:00","python","11397"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4005"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c","3513"
"2015-05-01 00:00:00","c#","13322"
"2015-05-01 00:00:00","c++","6798"
"2015-05-01 00:00:00","delphi","401"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18486"
"2015-05-01 00:00:00","javascript","22067"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14508"
"2015-05-01 00:00:00","python","11191"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2500"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3163"
"2015-06-01 00:00:00","c#","13492"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17790"
"2015-06-01 00:00:00","javascript","22549"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14293"
"2015-06-01 00:00:00","python","11767"
"2015-06-01 00:00:00","r","3418"
"2015-06-01 00:00:00","ruby","2571"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2808"
"2015-07-01 00:00:00","c#","14071"
"2015-07-01 00:00:00","c++","6693"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18630"
"2015-07-01 00:00:00","javascript","23890"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15306"
"2015-07-01 00:00:00","python","12291"
"2015-07-01 00:00:00","r","3975"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5136"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13202"
"2015-08-01 00:00:00","c++","5861"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17054"
"2015-08-01 00:00:00","javascript","22105"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14190"
"2015-08-01 00:00:00","python","11204"
"2015-08-01 00:00:00","r","3490"
"2015-08-01 00:00:00","ruby","2310"
"2015-08-01 00:00:00","swift","5075"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12899"
"2015-09-01 00:00:00","c++","5903"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16902"
"2015-09-01 00:00:00","javascript","21339"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13468"
"2015-09-01 00:00:00","python","10941"
"2015-09-01 00:00:00","r","3325"
"2015-09-01 00:00:00","ruby","2155"
"2015-09-01 00:00:00","swift","4536"
"2015-10-01 00:00:00","assembly","429"
"2015-10-01 00:00:00","c","3671"
"2015-10-01 00:00:00","c#","12768"
"2015-10-01 00:00:00","c++","7037"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18499"
"2015-10-01 00:00:00","javascript","21751"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13851"
"2015-10-01 00:00:00","python","12454"
"2015-10-01 00:00:00","r","3673"
"2015-10-01 00:00:00","ruby","2189"
"2015-10-01 00:00:00","swift","4288"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3605"
"2015-11-01 00:00:00","c#","12350"
"2015-11-01 00:00:00","c++","7077"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17724"
"2015-11-01 00:00:00","javascript","21200"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13252"
"2015-11-01 00:00:00","python","12266"
"2015-11-01 00:00:00","r","3534"
"2015-11-01 00:00:00","ruby","1954"
"2015-11-01 00:00:00","swift","4309"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12114"
"2015-12-01 00:00:00","c++","6552"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16507"
"2015-12-01 00:00:00","javascript","21021"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13672"
"2015-12-01 00:00:00","python","11624"
"2015-12-01 00:00:00","r","3177"
"2015-12-01 00:00:00","ruby","2027"
"2015-12-01 00:00:00","swift","4362"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3039"
"2016-01-01 00:00:00","c#","12337"
"2016-01-01 00:00:00","c++","6091"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16576"
"2016-01-01 00:00:00","javascript","22450"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14477"
"2016-01-01 00:00:00","python","12324"
"2016-01-01 00:00:00","r","3533"
"2016-01-01 00:00:00","ruby","2141"
"2016-01-01 00:00:00","swift","4771"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3271"
"2016-02-01 00:00:00","c#","12703"
"2016-02-01 00:00:00","c++","6547"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17804"
"2016-02-01 00:00:00","javascript","22405"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14842"
"2016-02-01 00:00:00","python","13218"
"2016-02-01 00:00:00","r","3583"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4739"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3438"
"2016-03-01 00:00:00","c#","13572"
"2016-03-01 00:00:00","c++","7004"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19837"
"2016-03-01 00:00:00","javascript","24021"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15042"
"2016-03-01 00:00:00","python","14040"
"2016-03-01 00:00:00","r","4039"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5062"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3348"
"2016-04-01 00:00:00","c#","13695"
"2016-04-01 00:00:00","c++","6880"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19446"
"2016-04-01 00:00:00","javascript","23422"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14421"
"2016-04-01 00:00:00","python","13620"
"2016-04-01 00:00:00","r","4122"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4742"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2718"
"2016-05-01 00:00:00","c#","13482"
"2016-05-01 00:00:00","c++","6119"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16987"
"2016-05-01 00:00:00","javascript","22959"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14390"
"2016-05-01 00:00:00","python","13080"
"2016-05-01 00:00:00","r","3794"
"2016-05-01 00:00:00","ruby","2130"
"2016-05-01 00:00:00","swift","4405"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2297"
"2016-06-01 00:00:00","c#","13036"
"2016-06-01 00:00:00","c++","5703"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","547"
"2016-06-01 00:00:00","java","15887"
"2016-06-01 00:00:00","javascript","22114"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13585"
"2016-06-01 00:00:00","python","12885"
"2016-06-01 00:00:00","r","3859"
"2016-06-01 00:00:00","ruby","2104"
"2016-06-01 00:00:00","swift","4786"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11983"
"2016-07-01 00:00:00","c++","5455"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14908"
"2016-07-01 00:00:00","javascript","22173"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12878"
"2016-07-01 00:00:00","python","12798"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1898"
"2016-07-01 00:00:00","swift","4925"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2208"
"2016-08-01 00:00:00","c#","12697"
"2016-08-01 00:00:00","c++","5010"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","570"
"2016-08-01 00:00:00","java","15154"
"2016-08-01 00:00:00","javascript","22628"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12857"
"2016-08-01 00:00:00","python","12887"
"2016-08-01 00:00:00","r","3782"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4895"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2505"
"2016-09-01 00:00:00","c#","11082"
"2016-09-01 00:00:00","c++","5127"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14624"
"2016-09-01 00:00:00","javascript","20416"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12098"
"2016-09-01 00:00:00","python","12322"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4848"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3203"
"2016-10-01 00:00:00","c#","11433"
"2016-10-01 00:00:00","c++","5959"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15294"
"2016-10-01 00:00:00","javascript","20409"
"2016-10-01 00:00:00","perl","401"
"2016-10-01 00:00:00","php","12222"
"2016-10-01 00:00:00","python","13479"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1817"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3258"
"2016-11-01 00:00:00","c#","11633"
"2016-11-01 00:00:00","c++","6061"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15625"
